食物名称,热量,食物热量详情页
和路雪 红豆冰棍 ,热量：91 大卡(每100克),http://www.boohee.com/shiwu/heluxuehongdoubinggunhi
牛奶糖,热量：435 大卡(每100克),http://www.boohee.com/shiwu/niunaitang
太平 梳打饼干海苔口味,热量：485 大卡(每100克),http://www.boohee.com/shiwu/taipingshudabinggan-haitaikouwei
鸡汁味干脆面(面饼+调味料),热量：505 大卡(每100克),http://www.boohee.com/shiwu/jizhiweigancuimian_mianbingdiaoweiliao
蚕豆(炸)，又叫开花豆、胡豆、夏豆、罗汉豆、开花豆,热量：447 大卡(每100克),http://www.boohee.com/shiwu/candou_zha
巧克力(黑)，又叫黑巧克力,热量：516 大卡(每100克),http://www.boohee.com/shiwu/qiaokeli_hei
曲奇饼,热量：546 大卡(每100克),http://www.boohee.com/shiwu/quqibing
蛋糕(巧克力),热量：437 大卡(每100克),http://www.boohee.com/shiwu/dangao_qiaokeli
奶油饼干,热量：431 大卡(每100克),http://www.boohee.com/shiwu/naiyoubinggan
酥皮糕点,热量：429 大卡(每100克),http://www.boohee.com/shiwu/supigaodian
和路雪绿豆妹妹冰棍,热量：120 大卡(每100克),http://www.boohee.com/shiwu/heluxuelvdoumeimeibinggun
面包条(白)，又叫面包条、面包棒,热量：283 大卡(每100克),http://www.boohee.com/shiwu/mianbaotiao_bai
肯德基 薯条，又叫KFC 薯条,热量：298 大卡(每100克),http://www.boohee.com/shiwu/shutiao_kendeji
爆米花,热量：387 大卡(每100克),http://www.boohee.com/shiwu/baomihua
桃酥,热量：483 大卡(每100克),http://www.boohee.com/shiwu/taosu
时兴隆 鱿鱼丝,热量：333 大卡(每100克),http://www.boohee.com/shiwu/shixinglongyouyusi
无糖豆浆,热量：30 大卡(每100克),http://www.boohee.com/shiwu/zizhidoujiang_wutang
赤豆粽子，又叫红豆粽子、红豆粽,热量：184 大卡(每100克),http://www.boohee.com/shiwu/chidouzongzi
红烧鲫鱼，又叫飘香鲫鱼,热量：121 大卡(每100克),http://www.boohee.com/shiwu/hongshaojiyu
荞麦馒头,热量：218 大卡(每100克),http://www.boohee.com/shiwu/zizhiqiaomaimantou
红豆包，又叫豆沙包;豆包;粘豆包,热量：224 大卡(每100克),http://www.boohee.com/shiwu/hongdoubao
水煮鱼片,热量：122 大卡(每100克),http://www.boohee.com/shiwu/shuizhuyupian
水煮花生米,热量：402 大卡(每100克),http://www.boohee.com/shiwu/shuizhuhuashengmi
韭菜虾皮馅饼,热量：156 大卡(每100克),http://www.boohee.com/shiwu/zizhijiucaixiapixianbing
蒜蓉生菜，又叫蒜味生菜，蒜泥生菜,热量：49 大卡(每100克),http://www.boohee.com/shiwu/suanweishengcai
蒜蓉西兰花,热量：69 大卡(每100克),http://www.boohee.com/shiwu/suanrongxilanhua
GBN 美国进口蛋白质粉,热量：407 大卡(每100克),http://www.boohee.com/shiwu/meiguoGBNjinkoudanbaizhifen
花粉(油松)，又叫松花粉,热量：398 大卡(每100克),http://www.boohee.com/shiwu/huafen_yousong
阿拉斯加 康力士乳清蛋白粉(香草味),热量：395 大卡(每100克),http://www.boohee.com/shiwu/alasijiakanglishiruqingdanbaifen_xiangcaowei
菊花(干)，又叫怀菊花、节华、日精、女节、女华、周盈、傅延年、甘菊、真菊、金精、金蕊、馒头菊、甜菊花,热量：242 大卡(每100克),http://www.boohee.com/shiwu/juhua
花粉(荞麦),热量：353 大卡(每100克),http://www.boohee.com/shiwu/huafen_qiaomai
纽崔莱 果蔬纤维素嚼片,热量：488 大卡(每100克),http://www.boohee.com/shiwu/niucuilaiguoshuxianweisujiaopian
阿拉斯加 康力士玫瑰果提取物复合片,热量：402 大卡(每100克),http://www.boohee.com/shiwu/alasijiakanglishimeiguiguotiquwufuhepian
薄荷(鲜)，又叫香花菜、绿薄荷、夜兰香、夜来香、月见草,热量：34 大卡(每100克),http://www.boohee.com/shiwu/baohe_xian
蚕蛹，又叫茧蛹,热量：230 大卡(每100克),http://www.boohee.com/shiwu/canyong
金日 高营养蛋白质粉,热量：197 大卡(每100克),http://www.boohee.com/shiwu/jinripaigaoyingyangdanbaizhifen
麦当劳 麦香鸡,热量：283 大卡(每100克),http://www.boohee.com/shiwu/maidanglao_maixiangji
油面筋，又叫面筋泡、油炸生筋,热量：492 大卡(每100克),http://www.boohee.com/shiwu/youmianjin
千亿朵星光 益生菌含片(酸甜芒果味),热量：379 大卡(每100克),http://www.boohee.com/shiwu/fde63ca9
Easy Fun 阿胶糕(玫瑰型),热量：426 大卡(每100克),http://www.boohee.com/shiwu/fdbce4eb
Easy Fun 益生元龟苓膏,热量：39 大卡(每100克),http://www.boohee.com/shiwu/fd02353b
枸杞，又叫甘杞、贡杞、枸杞子、红耳坠、苟起子、枸杞红实、西枸杞、狗奶子、血枸子、血杞子,热量：258 大卡(每100克),http://www.boohee.com/shiwu/gouqizi
陈皮，又叫橘皮、贵老、红皮、黄橘皮、广橘皮、新会皮,热量：319 大卡(每100克),http://www.boohee.com/shiwu/chenpi
栝楼根粉，又叫栝楼粉、蒌粉、天花粉,热量：397 大卡(每100克),http://www.boohee.com/shiwu/huafen_youcai
葛根，又叫野葛、鹿霍、黄斤、鸡齐根、干葛、甘葛、粉葛、黄葛根,热量：181 大卡(每100克),http://www.boohee.com/shiwu/gegen
阿拉斯加 康力士螺旋藻复合片,热量：335 大卡(每100克),http://www.boohee.com/shiwu/alasijiakanglishiluoxuanzaofuhepian
紫苏(鲜)，又叫赤苏、紫苏叶、白苏、苏、苏叶,热量：51 大卡(每100克),http://www.boohee.com/shiwu/zisu_xian
枣仁,热量：367 大卡(每100克),http://www.boohee.com/shiwu/zaoren
亨氏 牌婴儿营养米粉DHA蔬菜口味，又叫 HEINZ 牌婴儿营养米粉DHA蔬菜口味,热量：365 大卡(每100克),http://www.boohee.com/shiwu/hengshipaiyingeryingyangmifenDHAshucaikouwei
天然元 啤酒酵母复合营养片含B族维生素,热量：120 大卡(每100克),http://www.boohee.com/shiwu/tianranyuanpijiujiaomufuheyingyangpianhanBzuweishengsu
米粉(高蛋白，雀巢 )，又叫米粉（高蛋白，Nestle ）,热量：409 大卡(每100克),http://www.boohee.com/shiwu/mifen_gaodanbai_quechao
米粉(高蛋白，亨氏),热量：375 大卡(每100克),http://www.boohee.com/shiwu/mifen_gaodanbai_hengshi
阿拉斯加 康力士谷物提取物复合片(含全家福多种维生素),热量：210 大卡(每100克),http://www.boohee.com/shiwu/alasijiakanglishiguwutiquwufuhepian_hanquanjiafuduozhongweishengsu
婴儿营养粉,热量：426 大卡(每100克),http://www.boohee.com/shiwu/yingeryingyangfen
Organic Chia Seed 美国纤雅奇异子,热量：536 大卡(每100克),http://www.boohee.com/shiwu/meiguoxianyaqiyizi
婴儿奶糕,热量：345 大卡(每100克),http://www.boohee.com/shiwu/yingernaigao
维维嚼益嚼(葡萄干+花生),热量：411 大卡(每100克),http://www.boohee.com/shiwu/weiweijiaoyijiao_putaoganhuasheng
达能 佳钙牛奶甜酥饼干牛奶口味，又叫Danone 佳钙牛奶甜酥饼干牛奶口味,热量：468 大卡(每100克),http://www.boohee.com/shiwu/danengjiagainiunaitiansubingganniunaikouwei
牛奶饼干,热量：408 大卡(每100克),http://www.boohee.com/shiwu/niunaibinggan
可康 果冻条(苦瓜味)，又叫COCON 果冻条（苦瓜味）,热量：92 大卡(每100克),http://www.boohee.com/shiwu/babaozhou_wutang_wahahapai
旺旺雪饼(香辣味),热量：400 大卡(每100克),http://www.boohee.com/shiwu/wangwangxuebing_xianglawei
薯片(香辣味),热量：555 大卡(每100克),http://www.boohee.com/shiwu/shupian_xianglawei
冰淇淋(脆皮甜筒)，又叫冰淇凌(脆皮甜筒)、冰激凌、冰淇淋、甜筒、圆筒,热量：158 大卡(每100克),http://www.boohee.com/shiwu/bingqiling_cuipitiantong
饼干(咸),热量：496 大卡(每100克),http://www.boohee.com/shiwu/binggan_xian
月饼(枣泥),热量：427 大卡(每100克),http://www.boohee.com/shiwu/yuebing_zaoni
吉百利 怡口莲，又叫 Cadbury 怡口莲,热量：416 大卡(每100克),http://www.boohee.com/shiwu/jibailiyikoulian
巧克力(果仁),热量：511 大卡(每100克),http://www.boohee.com/shiwu/qiaokeli_guoren
鲜桃果汁糖,热量：397 大卡(每100克),http://www.boohee.com/shiwu/xiantaoguozhitang
财记 脆香花生酥,热量：581 大卡(每100克),http://www.boohee.com/shiwu/caijicuixianghuashengsu
德芙 牛奶巧克力和黑巧克力精巧装,热量：543 大卡(每100克),http://www.boohee.com/shiwu/defuniunaiheheiqiaokelijingqiaozhuang
好丽友 蛋黄派(酸奶味),热量：436 大卡(每100克),http://www.boohee.com/shiwu/haoliyouhidanhuangpaihisuannaiweihi
新家园 烤馍锅巴(比萨风味) 75g,热量：400 大卡(每100克),http://www.boohee.com/shiwu/xinjiayuankaomoguobabisafengwei
棒冰,热量：73 大卡(每100克),http://www.boohee.com/shiwu/bangbing_kelebing
大白兔红豆奶糖,热量：400 大卡(每100克),http://www.boohee.com/shiwu/dabaituhongdounaitang
月饼(百寿宴点),热量：435 大卡(每100克),http://www.boohee.com/shiwu/yuebing_baishouyandian
水果味软糖,热量：369 大卡(每100克),http://www.boohee.com/shiwu/shuiguoweiruantang
智神 阿胶蜜枣,热量：314 大卡(每100克),http://www.boohee.com/shiwu/zhishenajiaomizao
蜜麻花,热量：369 大卡(每100克),http://www.boohee.com/shiwu/mimahua
混糖糕点,热量：455 大卡(每100克),http://www.boohee.com/shiwu/huntanggaodian
冰淇淋(巧克力圣代)，又叫冰淇凌(巧克力圣代)、冰激凌、朱古力圣代、冰淇淋,热量：173 大卡(每100克),http://www.boohee.com/shiwu/bingqiling_qiaokelishengdai
思朗 纤麸高纤消化饼,热量：473 大卡(每100克),http://www.boohee.com/shiwu/xianfugaoxianxiaohuabinggan
韩国爆米花,热量：430 大卡(每100克),http://www.boohee.com/shiwu/hanguobaomihua
乐事 薯片鲜浓番茄味,热量：530 大卡(每100克),http://www.boohee.com/shiwu/leshishupianxiannongfanqiewei
月饼(奶油连芸),热量：361 大卡(每100克),http://www.boohee.com/shiwu/yuebing_naiyoulianyun
花生芝麻糖,热量：498 大卡(每100克),http://www.boohee.com/shiwu/huashengzhimatang
德芙 榛仁巧克力,热量：568 大卡(每100克),http://www.boohee.com/shiwu/defuzhenrenqiaokeli
雀巢 米粉( )，又叫米粉（Nestle ）,热量：376 大卡(每100克),http://www.boohee.com/shiwu/mifen_quechao
肉桂，又叫桂皮、牡桂、桂、大桂、筒桂、辣桂、玉桂,热量：278 大卡(每100克),http://www.boohee.com/shiwu/rougui
茯苓，又叫茯苓个、茯苓皮、茯苓块、赤茯苓、白茯苓、茯菟、伏灵、松腴、不死面、云苓、松薯、松苓、松木薯,热量：178 大卡(每100克),http://www.boohee.com/shiwu/fulian
乳儿糕,热量：366 大卡(每100克),http://www.boohee.com/shiwu/ruergao
DHC浓缩膳食纤维粉,热量：194 大卡(每100克),http://www.boohee.com/shiwu/DHCnongsuoshanshixianweifen
罗汉果，又叫假苦瓜、拉汉果、光果木鳖、,热量：246 大卡(每100克),http://www.boohee.com/shiwu/luohanguo
米粉(蔬菜，亨氏),热量：394 大卡(每100克),http://www.boohee.com/shiwu/mifen_shucai_hengshi
枳椇子，又叫万寿果，拐枣,热量：265 大卡(每100克),http://www.boohee.com/shiwu/fddda2aa
光明牌切达原味芝士片，又叫光明奶酪切达原味芝士片,热量：299 大卡(每100克),http://www.boohee.com/shiwu/guangmingpaiqiedayuanweizhishipian
蛇,热量：85 大卡(每100克),http://www.boohee.com/shiwu/she_junzhi
优信 牛乳钙咀嚼片,热量：410 大卡(每100克),http://www.boohee.com/shiwu/fd756a4a
美国克尔 啤酒酵母营养片,热量：170 大卡(每100克),http://www.boohee.com/shiwu/fd4569bf
汤臣倍健 多种维生素矿物质片(女士型),热量：0 大卡(每100克),http://www.boohee.com/shiwu/fda787c5
斯俪魅替餐棒(草莓白巧克力味),热量：369 大卡(每100克),http://www.boohee.com/shiwu/silimeiticanbang_caomeibaiqiao
Rafferty's Garden 巧克力蛋奶冻,热量：101 大卡(每100克),http://www.boohee.com/shiwu/fd49bc06
新食力 有机速食面(胡萝卜口味),热量：372 大卡(每100克),http://www.boohee.com/shiwu/xinshilihiyoujisushimian_huluo
雅培 金装喜康宝星婴儿配方奶粉智护100,热量：503 大卡(每100克),http://www.boohee.com/shiwu/yapeijinzhuangxikangbaoxingyin
科力福 秋梨膏,热量：131 大卡(每100克),http://www.boohee.com/shiwu/fd64a10f
港铧 泡椒臭干子,热量：409 大卡(每100克),http://www.boohee.com/shiwu/fd6bffd6
嘉力缘 黑豆醋参片【清畅】,热量：388 大卡(每100克),http://www.boohee.com/shiwu/fdf15db6
米粉(苹果，雀巢 )，又叫米粉（苹果，Nestle ）,热量：374 大卡(每100克),http://www.boohee.com/shiwu/mifen_pingguo_quechao
花椒叶(干),热量：236 大卡(每100克),http://www.boohee.com/shiwu/huajiaoye_gan
健儿粉,热量：369 大卡(每100克),http://www.boohee.com/shiwu/jianerfen
阿拉斯加 康力士谷物提取物复合片(B族维生素),热量：406 大卡(每100克),http://www.boohee.com/shiwu/alasijiakanglishiguwutiquwufuhepian
红花，又叫黄蓝、红蓝、红蓝花、草红花、刺红花、红花草,热量：220 大卡(每100克),http://www.boohee.com/shiwu/honghua
阿拉斯加 康力士小麦胚芽油软胶囊,热量：588 大卡(每100克),http://www.boohee.com/shiwu/alasijiakanglishixiaomaipeiyayouruanjiaonang
莲子健儿粉,热量：352 大卡(每100克),http://www.boohee.com/shiwu/lianzijianerfen
蜂蛹，又叫蜂胚、蜂仔、蜂胚、峰仔,热量：100 大卡(每100克),http://www.boohee.com/shiwu/fengyong
木榧，又叫园榧,热量：539 大卡(每100克),http://www.boohee.com/shiwu/mufei
优莎娜纤维素(杏仁口味),热量：303 大卡(每100克),http://www.boohee.com/shiwu/youshanaxianweisu_xingrenkouwei
薄荷(干)，又叫蕃荷菜、南薄荷、猫儿薄荷、野薄荷、升阳菜、薄苛,热量：271 大卡(每100克),http://www.boohee.com/shiwu/baohe_gan
甘草，又叫生甘草、粉甘草、甘草梢、甜根子、美草、蜜草、国老、甜草、粉草、蜜甘,热量：280 大卡(每100克),http://www.boohee.com/shiwu/gancao
米粉(胡萝卜，亨氏),热量：386 大卡(每100克),http://www.boohee.com/shiwu/mifen_huluobo_hengshi
冬虫夏草，又叫虫草、冬虫草（甘肃）、夏草冬虫、雅扎贡布（藏语）,热量：292 大卡(每100克),http://www.boohee.com/shiwu/dongchongxiacao
营养乳儿糕,热量：365 大卡(每100克),http://www.boohee.com/shiwu/yingyangruergao
阿拉斯加 康力士牡蛎提取物软胶囊(含钙),热量：326 大卡(每100克),http://www.boohee.com/shiwu/alasijiakanglishimulitiquwuruanjiaonang_hangai
米粉(猪肝蔬菜，亨氏),热量：391 大卡(每100克),http://www.boohee.com/shiwu/mifen_zhuganshucai_hengshi
优莎娜纤维素(水蜜桃芒果),热量：267 大卡(每100克),http://www.boohee.com/shiwu/youshanaxianweisu_shuimitaomangguo
鸡肝蔬菜泥(亨氏),热量：76 大卡(每100克),http://www.boohee.com/shiwu/jiganshucaini_hengshi
米粉(鱼肉蔬菜，亨氏),热量：383 大卡(每100克),http://www.boohee.com/shiwu/mifen_yuroushucai_hengshi
蜂蛹(大黄蜂),热量：109 大卡(每100克),http://www.boohee.com/shiwu/fengyong_dahuangfeng
紫苏(干),热量：295 大卡(每100克),http://www.boohee.com/shiwu/zisu
车前子(鲜)，又叫车轮菜、车前、当道、牛舌、虾蟆衣、牛遗、蛤蚂草、虾膜草、饯贯草、地胆草、白贯草、牛舄、胜舄、马舄,热量：73 大卡(每100克),http://www.boohee.com/shiwu/cheqianzi_xian
砂仁，又叫缩沙蜜、缩砂仁,热量：265 大卡(每100克),http://www.boohee.com/shiwu/sharen
藿香叶(鲜)，又叫兜娄婆香,热量：89 大卡(每100克),http://www.boohee.com/shiwu/hexiangye_xian
蜂蛹(油蜂),热量：669 大卡(每100克),http://www.boohee.com/shiwu/fengyong_youfeng
仙人掌(食用)，又叫风尾??、龙舌、平虑草、老鸦舌、神仙掌、霸王、观音掌、观音刺,热量：15 大卡(每100克),http://www.boohee.com/shiwu/xianrenzhang_shiyong
丁香，又叫公子香、子丁香、支解香、瘦香娇、雄丁香、如宇香、索瞿香、百里馨,热量：359 大卡(每100克),http://www.boohee.com/shiwu/dingxiang
虎杖(鲜),热量：5 大卡(每100克),http://www.boohee.com/shiwu/huzhang_xian
莱菔子，又叫萝卜子、芦菔子,热量：352 大卡(每100克),http://www.boohee.com/shiwu/laifuzi
藿香,热量：264 大卡(每100克),http://www.boohee.com/shiwu/hexiang
李子园 草莓牛奶,热量：34 大卡(每100克),http://www.boohee.com/shiwu/fd9d2939
维维 无添加蔗糖豆奶粉,热量：434 大卡(每100克),http://www.boohee.com/shiwu/fdb387b0
天美健 大豆肽蛋白粉,热量：280 大卡(每100克),http://www.boohee.com/shiwu/fd4579f7
闽贵海蜇丝,热量：8 大卡(每100克),http://www.boohee.com/shiwu/minguihaizhesi
欧普特蒙 白金蛋白粉，又叫ON 白金蛋白粉,热量：359 大卡(每100克),http://www.boohee.com/shiwu/fd99548b
采森 葡萄糖酸锌口服液,热量：0 大卡(每100毫升),http://www.boohee.com/shiwu/fded2dae
嘉康利 大豆蛋白质粉(香草口味),热量：380 大卡(每100克),http://www.boohee.com/shiwu/jiakanglidadoudanbaizhifen_xia
禧贝   禧贝 胡萝卜泥,热量：38 大卡(每100克),http://www.boohee.com/shiwu/fd29e499
自然之家 维生素C泡腾片 (甜橙味),热量：301 大卡(每100克),http://www.boohee.com/shiwu/fd2ec127
白芷，又叫芳香、泽芬、香白芷,热量：324 大卡(每100克),http://www.boohee.com/shiwu/baizhi
决明(鲜)，又叫羊明、马蹄决明、钝叶决明、假绿豆、草决明、还瞳子、狗屎豆,热量：1 大卡(每100克),http://www.boohee.com/shiwu/jueming_xian
建昌明列子,热量：440 大卡(每100克),http://www.boohee.com/shiwu/jianchangmingliezi
蝎子,热量：177 大卡(每100克),http://www.boohee.com/shiwu/xiezi
米粉(胡萝卜，雀巢 )，又叫米粉（胡萝卜，Nestle ）,热量：374 大卡(每100克),http://www.boohee.com/shiwu/mifen_huluobo_quechao
米粉(番茄，亨氏),热量：391 大卡(每100克),http://www.boohee.com/shiwu/mifen_fanqie_hengshi
汤臣倍健 蛋白混合饮料,热量：414 大卡(每100克),http://www.boohee.com/shiwu/tangchenbeijiandanbaihunheyinliao
钙质糕粉,热量：367 大卡(每100克),http://www.boohee.com/shiwu/gaizhigaofen
米粉(蔬菜，雀巢),热量：394 大卡(每100克),http://www.boohee.com/shiwu/mifen_shucai_quechao
高良姜，又叫高凉姜、很姜、蛮姜、小良姜、海良姜,热量：255 大卡(每100克),http://www.boohee.com/shiwu/gaoliangjiang
